"","id","step","action","held","target","yield","max_level","points","total_points","log_total_points","held_shape","held_texture","held_level","target_shape","target_texture","target_level","yield_shape","yield_texture","yield_level","condition"
"982",30,11,"combine","square_plain_2","circle_dots_0","square_dots_3",5,0,100000,11.5129254649702,"square","plain",2,"circle","dots",0,"square","dots",3,"medium"
"983",30,12,"combine","square_dots_3","square_stripes_0","",5,0,100000,11.5129254649702,"square","dots",3,"square","stripes",0,"","",0,"medium"
"984",30,13,"consume","square_dots_3","","",5,1000,101000,11.5228757958234,"square","dots",3,"","",0,"","",0,"medium"
"985",30,14,"combine","triangle_checkered_0","diamond_dots_0","triangle_dots_1",5,0,101000,11.5228757958234,"triangle","checkered",0,"diamond","dots",0,"triangle","dots",1,"medium"
"986",30,15,"combine","triangle_dots_1","diamond_checkered_0","triangle_checkered_2",5,0,101000,11.5228757958234,"triangle","dots",1,"diamond","checkered",0,"triangle","checkered",2,"medium"
"987",30,16,"combine","triangle_checkered_2","diamond_dots_0","triangle_dots_3",5,0,101000,11.5228757958234,"triangle","checkered",2,"diamond","dots",0,"triangle","dots",3,"medium"
"988",30,17,"combine","triangle_dots_3","diamond_checkered_0","triangle_checkered_4",5,0,101000,11.5228757958234,"triangle","dots",3,"diamond","checkered",0,"triangle","checkered",4,"medium"
"989",30,18,"combine","triangle_checkered_4","diamond_stripes_0","triangle_stripes_5",5,0,101000,11.5228757958234,"triangle","checkered",4,"diamond","stripes",0,"triangle","stripes",5,"medium"
"990",30,19,"consume","triangle_stripes_5","","",5,100000,201000,12.2110601870412,"triangle","stripes",5,"","",0,"","",0,"medium"
"991",30,20,"combine","triangle_checkered_0","diamond_plain_0","triangle_plain_1",5,0,201000,12.2110601870412,"triangle","checkered",0,"diamond","plain",0,"triangle","plain",1,"medium"
"992",30,21,"combine","triangle_plain_1","diamond_stripes_0","triangle_stripes_2",5,0,201000,12.2110601870412,"triangle","plain",1,"diamond","stripes",0,"triangle","stripes",2,"medium"
"993",30,22,"combine","triangle_stripes_2","diamond_plain_0","triangle_plain_3",5,0,201000,12.2110601870412,"triangle","stripes",2,"diamond","plain",0,"triangle","plain",3,"medium"
"994",30,23,"consume","triangle_plain_3","","",5,1000,202000,12.2160229763833,"triangle","plain",3,"","",0,"","",0,"medium"
"995",30,24,"combine","triangle_plain_0","square_checkered_0","",5,0,202000,12.2160229763833,"triangle","plain",0,"square","checkered",0,"","",0,"medium"
"996",30,25,"combine","triangle_plain_0","triangle_dots_0","",5,0,202000,12.2160229763833,"triangle","plain",0,"triangle","dots",0,"","",0,"medium"
"997",30,26,"consume","triangle_plain_0","","",5,1,202001,12.2160279268661,"triangle","plain",0,"","",0,"","",0,"medium"
"998",30,27,"combine","square_plain_0","square_dots_0","",5,0,202001,12.2160279268661,"square","plain",0,"square","dots",0,"","",0,"medium"
"999",30,28,"combine","square_plain_0","square_stripes_0","",5,0,202001,12.2160279268661,"square","plain",0,"square","stripes",0,"","",0,"medium"
"1000",30,29,"combine","square_plain_0","triangle_plain_0","",5,0,202001,12.2160279268661,"square","plain",0,"triangle","plain",0,"","",0,"medium"
"1001",30,30,"combine","square_plain_0","triangle_plain_0","",5,0,202001,12.2160279268661,"square","plain",0,"triangle","plain",0,"","",0,"medium"
"1002",30,31,"consume","square_plain_0","","",5,1,202002,12.2160328773244,"square","plain",0,"","",0,"","",0,"medium"
"1003",30,32,"consume","square_stripes_0","","",5,1,202003,12.2160378277582,"square","stripes",0,"","",0,"","",0,"medium"
"1004",30,33,"consume","square_dots_0","","",5,1,202004,12.2160427781675,"square","dots",0,"","",0,"","",0,"medium"
"1005",30,34,"consume","triangle_plain_0","","",5,1,202005,12.2160477285523,"triangle","plain",0,"","",0,"","",0,"medium"
"1006",30,35,"consume","square_checkered_0","","",5,1,202006,12.2160526789125,"square","checkered",0,"","",0,"","",0,"medium"
"1007",30,36,"consume","triangle_stripes_0","","",5,1,202007,12.2160576292483,"triangle","stripes",0,"","",0,"","",0,"medium"
"1008",30,37,"consume","triangle_dots_0","","",5,1,202008,12.2160625795595,"triangle","dots",0,"","",0,"","",0,"medium"
"1009",30,38,"consume","square_stripes_0","","",5,1,202009,12.2160675298463,"square","stripes",0,"","",0,"","",0,"medium"
"1010",30,39,"consume","triangle_dots_0","","",5,1,202010,12.2160724801085,"triangle","dots",0,"","",0,"","",0,"medium"
"1011",30,40,"consume","square_checkered_0","","",5,1,202011,12.2160774303462,"square","checkered",0,"","",0,"","",0,"medium"
"1012",31,1,"combine","diamond_plain_0","triangle_checkered_0","diamond_checkered_1",1,0,0,0,"diamond","plain",0,"triangle","checkered",0,"diamond","checkered",1,"hard"
"1013",31,2,"combine","diamond_checkered_1","triangle_plain_0","",1,0,0,0,"diamond","checkered",1,"triangle","plain",0,"","",0,"hard"
"1014",31,3,"combine","diamond_checkered_1","triangle_checkered_0","diamond_checkered_2",2,0,0,0,"diamond","checkered",1,"triangle","checkered",0,"diamond","checkered",2,"hard"
"1015",31,4,"combine","diamond_checkered_2","triangle_dots_0","diamond_dots_3",3,0,0,0,"diamond","checkered",2,"triangle","dots",0,"diamond","dots",3,"hard"
"1016",31,5,"combine","diamond_dots_3","triangle_stripes_0","",3,0,0,0,"diamond","dots",3,"triangle","stripes",0,"","",0,"hard"
"1017",31,6,"combine","diamond_dots_3","triangle_dots_0","diamond_dots_4",4,0,0,0,"diamond","dots",3,"triangle","dots",0,"diamond","dots",4,"hard"
"1018",31,7,"combine","diamond_dots_4","triangle_stripes_0","",4,0,0,0,"diamond","dots",4,"triangle","stripes",0,"","",0,"hard"
"1019",31,8,"consume","diamond_dots_4","","",4,10000,10000,9.21034037197618,"diamond","dots",4,"","",0,"","",0,"hard"
"1020",31,9,"combine","diamond_checkered_0","triangle_stripes_0","",4,0,10000,9.21034037197618,"diamond","checkered",0,"triangle","stripes",0,"","",0,"hard"
"1021",31,10,"combine","diamond_checkered_0","triangle_stripes_0","",4,0,10000,9.21034037197618,"diamond","checkered",0,"triangle","stripes",0,"","",0,"hard"
"1022",31,11,"combine","diamond_checkered_0","triangle_stripes_0","",4,0,10000,9.21034037197618,"diamond","checkered",0,"triangle","stripes",0,"","",0,"hard"
"1023",31,12,"combine","diamond_checkered_0","diamond_stripes_0","",4,0,10000,9.21034037197618,"diamond","checkered",0,"diamond","stripes",0,"","",0,"hard"
"1024",31,13,"combine","diamond_checkered_0","diamond_stripes_0","",4,0,10000,9.21034037197618,"diamond","checkered",0,"diamond","stripes",0,"","",0,"hard"
"1025",31,14,"combine","diamond_checkered_0","triangle_stripes_0","",4,0,10000,9.21034037197618,"diamond","checkered",0,"triangle","stripes",0,"","",0,"hard"
"1026",31,15,"combine","square_stripes_0","square_checkered_0","",4,0,10000,9.21034037197618,"square","stripes",0,"square","checkered",0,"","",0,"hard"
"1027",31,16,"combine","square_stripes_0","circle_stripes_0","square_stripes_1",4,0,10000,9.21034037197618,"square","stripes",0,"circle","stripes",0,"square","stripes",1,"hard"
"1028",31,17,"combine","square_stripes_1","circle_checkered_0","square_checkered_2",4,0,10000,9.21034037197618,"square","stripes",1,"circle","checkered",0,"square","checkered",2,"hard"
"1029",31,18,"combine","square_checkered_2","circle_dots_0","square_dots_3",4,0,10000,9.21034037197618,"square","checkered",2,"circle","dots",0,"square","dots",3,"hard"
